age,articleNumber,bias-question,country,gender,language1,newsOutlet,politics,url
22,42.0,is-not-biased,Brazil,Female,Portuguese,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60635930
22,187.0,is-not-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
52,3.0,is-not-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/08/health/florida-child-covid-vaccine-guidance/index.html
35,424.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/sherri-papini-detention-hearing/index.html
48,474.0,is-not-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/university-north-texas-activists-disrupt-conservative-meeting
47,266.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/trial-capitol-riot-conviction-washington-guy-reffitt
25,159.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
37,308.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
30,300.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60635930
44,251.0,is-not-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
32,462.0,is-biased,United States,Male,English,BBC,Other,https://www.bbc.co.uk/news/world-us-canada-60576847
25,103.0,is-not-biased,United Kingdom,Female,English,FOX,Liberal,https://www.foxnews.com/us/trial-capitol-riot-conviction-washington-guy-reffitt
22,148.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60576847
48,140.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60624642
41,412.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html
19,62.0,is-not-biased,Italy,Male,Italian,FOX,Other,https://www.foxnews.com/us/florida-officer-speeding-drunk-driver-runners-10k-dashcam-video
42,103.0,is-not-biased,Austria,Male,Auslan,FOX,Independent,https://www.foxnews.com/us/trial-capitol-riot-conviction-washington-guy-reffitt
41,385.0,is-biased,Brazil,Male,Portuguese,FOX,Liberal,https://www.foxnews.com/us/florida-officer-speeding-drunk-driver-runners-10k-dashcam-video
44,68.0,is-not-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60576847
72,320.0,is-not-biased,Spain,Male,Spanish,FOX,Liberal,https://www.foxnews.com/us/san-francisco-officer-terrance-stangel-verdict-dacari-spiers-boudin
28,220.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/uk-england-essex-60624526
36,496.0,is-biased,United States,Female,English,FOX,Other,https://www.foxnews.com/us/florida-officer-speeding-drunk-driver-runners-10k-dashcam-video
36,139.0,is-not-biased,India,Male,English,FOX,Independent,https://www.foxnews.com/us/ghislaine-maxwell-juror-falsely-answered-questionnaire-granted-immunity
33,445.0,is-biased,Algeria,Male,English,CNN,Independent,https://www.cnn.com/2022/03/08/us/sherri-papini-detention-hearing/index.html
44,294.0,is-not-biased,Romania,Female,Romanian,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60655723
61,261.0,is-not-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
26,46.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/08/us/sherri-papini-detention-hearing/index.html
27,421.0,is-not-biased,Italy,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60488367
35,16.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/san-francisco-officer-terrance-stangel-verdict-dacari-spiers-boudin
34,53.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/sherri-papini-california-kidnapping-bail
52,97.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/europe/russia-invasion-ukraine-03-08-intl/index.html
33,472.0,is-not-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/dc-truckers-convoy-loop-beltway-politicians-stories
37,306.0,is-not-biased,India,Female,English,FOX,Conservative,https://www.foxnews.com/us/dual-russian-american-citizen-kremlin-agent-doj
27,476.0,is-not-biased,Brazil,Male,Portuguese,FOX,Independent,https://www.foxnews.com/us/san-francisco-officer-terrance-stangel-verdict-dacari-spiers-boudin
31,318.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/los-angeles-robbery-suspects-home-invasion-studio-city
35,323.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/health/florida-child-covid-vaccine-guidance/index.html
35,82.0,is-not-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/san-francisco-officer-terrance-stangel-verdict-dacari-spiers-boudin
43,11.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-middle-east-60660310
22,132.0,is-not-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
34,383.0,is-not-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/trial-capitol-riot-conviction-washington-guy-reffitt
34,447.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/us/des-moines-iowa-school-shooting-tuesday/index.html
71,369.0,is-not-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/uk-60642926
28,434.0,is-biased,India,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
56,40.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/entertainment-arts-60562041
20,243.0,is-biased,Cameroon,Male,French,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60597186
40,77.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/58888451
52,397.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/sherri-papini-detention-hearing/index.html
32,270.0,is-not-biased,India,Female,English,FOX,Liberal,https://www.foxnews.com/us/florida-officer-speeding-drunk-driver-runners-10k-dashcam-video
25,44.0,is-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/florida-officer-speeding-drunk-driver-runners-10k-dashcam-video
59,105.0,is-not-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60666251
34,68.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60576847
59,496.0,is-not-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/florida-officer-speeding-drunk-driver-runners-10k-dashcam-video
31,351.0,is-not-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
47,435.0,is-not-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/dual-russian-american-citizen-kremlin-agent-doj
31,475.0,is-not-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/florida-officer-speeding-drunk-driver-runners-10k-dashcam-video
28,361.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
29,445.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/sherri-papini-detention-hearing/index.html
68,35.0,is-not-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
36,375.0,is-not-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/03/08/europe/russia-invasion-ukraine-03-08-intl/index.html
56,9.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
56,312.0,is-not-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/san-francisco-officer-terrance-stangel-verdict-dacari-spiers-boudin
32,492.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
53,9.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
34,210.0,is-biased,Italy,Male,Italian,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60666251
38,495.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/europe/russia-invasion-ukraine-03-08-intl/index.html
41,82.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/san-francisco-officer-terrance-stangel-verdict-dacari-spiers-boudin
28,371.0,is-biased,India,Male,English,FOX,Liberal,https://www.foxnews.com/us/dc-truckers-convoy-loop-beltway-politicians-stories
62,441.0,is-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
65,194.0,is-not-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60666251
44,430.0,is-not-biased,United States,Female,Spanish,CNN,Liberal,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
28,318.0,is-not-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/los-angeles-robbery-suspects-home-invasion-studio-city
28,463.0,is-not-biased,Brazil,Male,Portuguese,CNN,Conservative,https://www.cnn.com/2022/03/08/us/sherri-papini-detention-hearing/index.html
25,273.0,is-not-biased,United States,Female,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60635930
55,208.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60666414
47,74.0,is-not-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/dual-russian-american-citizen-kremlin-agent-doj
56,89.0,is-not-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/08/health/florida-child-covid-vaccine-guidance/index.html
41,314.0,is-not-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/university-north-texas-activists-disrupt-conservative-meeting
30,488.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/sherri-papini-detention-hearing/index.html
34,391.0,is-biased,India,Male,English,FOX,Liberal,https://www.foxnews.com/us/former-keystone-pipeline-worker-says-us-energy-crisis-is-result-of-bidens-policies-we-tried-to-warn-you
36,193.0,is-not-biased,Canada,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/des-moines-iowa-school-shooting-tuesday/index.html
40,496.0,is-not-biased,United States,Male,English,FOX,Other,https://www.foxnews.com/us/florida-officer-speeding-drunk-driver-runners-10k-dashcam-video
21,190.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/us/des-moines-iowa-school-shooting-tuesday/index.html
56,99.0,is-not-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/trial-capitol-riot-conviction-washington-guy-reffitt
33,72.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
63,88.0,is-not-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/san-francisco-officer-terrance-stangel-verdict-dacari-spiers-boudin
25,135.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60666251
41,310.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/des-moines-iowa-school-shooting-tuesday/index.html
60,185.0,is-not-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/holocaust-survivors-ukraine-emergency-aid-nonprofit
61,414.0,is-not-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html
33,249.0,is-biased,Other,Female,Other,BBC,Conservative,https://www.bbc.co.uk/news/uk-60650285
41,380.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/former-keystone-pipeline-worker-says-us-energy-crisis-is-result-of-bidens-policies-we-tried-to-warn-you
54,105.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60666251
29,303.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60670105
41,418.0,is-not-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60635930
24,304.0,is-biased,Italy,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
29,202.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60624642
32,431.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
25,289.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
56,25.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/des-moines-iowa-school-shooting-tuesday/index.html
72,417.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/08/us/sherri-papini-detention-hearing/index.html
30,495.0,is-not-biased,United States,Female,Spanish,CNN,Liberal,https://www.cnn.com/2022/03/08/europe/russia-invasion-ukraine-03-08-intl/index.html
28,146.0,is-not-biased,Mexico,Female,Spanish,FOX,Independent,https://www.foxnews.com/us/ghislaine-maxwell-juror-calls-false-answer-questionnaire-biggest-mistake
53,480.0,is-not-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60669763
34,124.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/08/us/des-moines-iowa-school-shooting-tuesday/index.html
45,354.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60635930
29,250.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/uk-wales-60637319
48,267.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/58888451
41,283.0,is-not-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/sherri-papini-california-kidnapping-bail
50,426.0,is-biased,Spain,Male,Spanish,CNN,Liberal,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html
25,327.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60656553
35,62.0,is-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/florida-officer-speeding-drunk-driver-runners-10k-dashcam-video
28,38.0,is-biased,Dominican Republic,Other,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60576847
43,340.0,is-not-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
37,325.0,is-not-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60670105
53,355.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
41,283.0,is-not-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/sherri-papini-california-kidnapping-bail
38,72.0,is-biased,Brazil,Male,Portuguese,CNN,Independent,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
25,321.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60666251
36,304.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
26,9.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
38,490.0,is-not-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
56,53.0,is-biased,Chad,Male,English,FOX,Liberal,https://www.foxnews.com/us/sherri-papini-california-kidnapping-bail
67,448.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/us/des-moines-iowa-school-shooting-tuesday/index.html
30,1.0,is-not-biased,United Kingdom,Female,English,CNN,Other,https://www.cnn.com/2022/03/08/health/florida-child-covid-vaccine-guidance/index.html
53,496.0,is-not-biased,Korea South,Female,Korean,FOX,Liberal,https://www.foxnews.com/us/florida-officer-speeding-drunk-driver-runners-10k-dashcam-video
30,433.0,is-biased,Italy,Female,Italian,CNN,Other,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
53,301.0,is-not-biased,United Kingdom,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60576847
58,366.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
43,451.0,is-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/03/08/us/sherri-papini-detention-hearing/index.html
56,360.0,is-not-biased,Canada,Female,English,BBC,Other,https://www.bbc.co.uk/news/av/10462520
47,427.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60656553
50,419.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
28,246.0,is-not-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/los-angeles-robbery-suspects-home-invasion-studio-city
33,377.0,is-biased,India,Female,English,FOX,Independent,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
37,288.0,is-not-biased,United Kingdom,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60666251
28,376.0,is-not-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/08/health/florida-child-covid-vaccine-guidance/index.html
28,377.0,is-not-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
41,14.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
26,143.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60655723
22,283.0,is-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/sherri-papini-california-kidnapping-bail
57,93.0,is-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/san-francisco-officer-terrance-stangel-verdict-dacari-spiers-boudin
32,133.0,is-not-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/dual-russian-american-citizen-kremlin-agent-doj
49,468.0,is-not-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60656553
27,430.0,is-biased,India,Male,Tamil,CNN,Liberal,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
36,151.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/health/florida-child-covid-vaccine-guidance/index.html
27,296.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/08/us/sherri-papini-detention-hearing/index.html
22,95.0,is-not-biased,Brazil,Male,Portuguese,FOX,Liberal,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
64,160.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60670105
32,331.0,is-not-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/health-60648869
35,369.0,is-not-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/uk-60642926
30,185.0,is-not-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/holocaust-survivors-ukraine-emergency-aid-nonprofit
35,334.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/08/europe/russia-invasion-ukraine-03-08-intl/index.html
56,342.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/sherri-papini-california-kidnapping-bail
36,302.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/europe/russia-invasion-ukraine-03-08-intl/index.html
35,435.0,is-not-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/dual-russian-american-citizen-kremlin-agent-doj
31,129.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/entertainment-arts-60660186
52,61.0,is-not-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60670105
36,428.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/uk-60650285
25,233.0,is-biased,Australia,Female,Spanish,CNN,Independent,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html
36,34.0,is-not-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/ghislaine-maxwell-juror-calls-false-answer-questionnaire-biggest-mistake
45,350.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
36,347.0,is-not-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/university-north-texas-activists-disrupt-conservative-meeting
38,170.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
49,149.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/health/florida-child-covid-vaccine-guidance/index.html
53,358.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/holocaust-survivors-ukraine-emergency-aid-nonprofit
19,180.0,is-not-biased,China,Other,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60576847
33,430.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
27,57.0,is-not-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/new-york-city-man-rescued-arizona-hiking
64,52.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60656553
34,460.0,is-not-biased,Italy,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60635930
40,351.0,is-not-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
36,367.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/dc-truckers-convoy-loop-beltway-politicians-stories
29,328.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html
75,214.0,is-not-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/health-60648869
30,433.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
35,309.0,is-not-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60597186
65,103.0,is-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/trial-capitol-riot-conviction-washington-guy-reffitt
69,471.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-middle-east-60660310
63,416.0,is-not-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/03/08/europe/russia-invasion-ukraine-03-08-intl/index.html
31,5.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html
35,305.0,is-not-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/ghislaine-maxwell-juror-calls-false-answer-questionnaire-biggest-mistake
44,135.0,is-not-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60666251
62,289.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
35,90.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
67,32.0,is-not-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/uk-60642926
20,27.0,is-not-biased,United Kingdom,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/entertainment-arts-60562041
25,323.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/health/florida-child-covid-vaccine-guidance/index.html
36,105.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60666251
35,336.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/av/10462520
34,158.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/sherri-papini-detention-hearing/index.html
48,227.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/health/florida-child-covid-vaccine-guidance/index.html
28,289.0,is-not-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
30,78.0,is-not-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-middle-east-60660310
28,308.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
21,54.0,is-not-biased,Philippines,Female,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60655723
36,493.0,is-not-biased,South Africa,Female,English,FOX,Independent,https://www.foxnews.com/us/snow-cold-weather-forecast-us
37,402.0,is-not-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/philadelphia-record-homicides-chicago-murders-2022
62,34.0,is-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/ghislaine-maxwell-juror-calls-false-answer-questionnaire-biggest-mistake
30,281.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/nyc-career-criminal-slashes-man-after-freed-prior-attack
50,31.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/08/us/des-moines-iowa-school-shooting-tuesday/index.html
34,408.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60635930
36,495.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/europe/russia-invasion-ukraine-03-08-intl/index.html
32,214.0,is-biased,United States,Male,English,BBC,Other,https://www.bbc.co.uk/news/health-60648869
35,236.0,is-not-biased,Botswana,Male,Portuguese,FOX,Conservative,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
40,124.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/us/des-moines-iowa-school-shooting-tuesday/index.html
39,342.0,is-not-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/sherri-papini-california-kidnapping-bail
37,95.0,is-not-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
37,398.0,is-not-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/ghislaine-maxwell-juror-calls-false-answer-questionnaire-biggest-mistake
33,493.0,is-not-biased,Algeria,Male,English,FOX,Independent,https://www.foxnews.com/us/snow-cold-weather-forecast-us
42,484.0,is-not-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/08/us/des-moines-iowa-school-shooting-tuesday/index.html
27,53.0,is-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/sherri-papini-california-kidnapping-bail
25,325.0,is-biased,Australia,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60670105
36,457.0,is-not-biased,South Africa,Female,English,BBC,Other,https://www.bbc.co.uk/news/world-europe-60637841
49,468.0,is-not-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60656553
63,438.0,is-not-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
29,294.0,is-not-biased,United States,Female,English,BBC,Other,https://www.bbc.co.uk/news/world-us-canada-60655723
